0	-21.29873
1.2E-005	-21.11512
2.4E-005	-21.78836
3.6E-005	-21.17633
4.8E-005	-21.35994
6E-005	-20.7479
7.2E-005	-21.05392
8.4E-005	-21.23753
9.6E-005	-21.42114
0.000108	-21.11512
0.00012	-21.35994
0.000132	-20.87031
0.000144	-21.23753
0.000156	-21.29873
0.000168	-21.23753
0.00018	-21.42114
0.000192	-21.29873
0.000204	-21.23753
0.000216	-21.11512
0.000228	-21.29873
0.00024	-21.29873
0.000252	-21.17633
0.000264	-20.38068
0.000276	-21.35994
0.000288	-21.11512
0.0003	-21.42114
0.000312	-21.23753
0.000324	-21.35994
0.000336	-21.05392
0.000348	-21.35994
0.00036	-21.17633
0.000372	-21.17633
0.000384	-21.17633
0.000396	-21.11512
0.000408	-21.42114
0.00042	-21.11512
0.000432	-21.05392
0.000444	-21.29873
0.000456	-21.05392
0.000468	-21.54355
0.00048	-21.17633
0.000492	-20.87031
0.000504	-21.11512
0.000516	-21.23753
0.000528	-21.35994
0.00054	-21.29873
0.000552	-21.23753
0.000564	-21.42114
0.000576	-21.23753
0.000588	-21.29873
0.0006	-21.23753
0.000612	-21.23753
0.000624	-21.66595
0.000636	-21.17633
0.000648	-21.29873
0.00066	-21.42114
0.000672	-21.97197
0.000684	-21.23753
0.000696	-21.66595
0.000708	-21.11512
0.00072	-21.48234
0.000732	-21.23753
0.000744	-21.48234
0.0007560001	-21.23753
0.000768	-21.35994
0.00078	-21.23753
0.000792	-21.35994
0.000804	-21.23753
0.000816	-21.48234
0.000828	-21.17633
0.0008400001	-21.42114
0.000852	-21.29873
0.0008640001	-21.05392
0.000876	-21.11512
0.000888	-21.35994
0.0009	-21.42114
0.000912	-21.35994
0.0009240001	-21.11512
0.000936	-22.03317
0.0009480001	-21.29873
0.00096	-21.48234
0.000972	-20.99272
0.000984	-21.29873
0.000996	-21.29873
0.001008	-21.42114
0.00102	-21.17633
0.001032	-21.11512
0.001044	-21.35994
0.001056	-21.23753
0.001068	-21.29873
0.00108	-20.80911
0.001092	-21.29873
0.001104	-21.05392
0.001116	-21.29873
0.001128	-20.99272
0.00114	-21.17633
0.001152	-21.23753
0.001164	-20.93151
0.001176	-20.93151
0.001188	-21.35994
0.0012	-20.87031
0.001212	-21.23753
0.001224	-21.17633
0.001236	-21.11512
0.001248	-21.05392
0.00126	-21.66595
0.001272	-20.7479
0.001284	-21.42114
0.001296	-20.93151
0.001308	-21.78836
0.00132	-21.17633
0.001332	-21.17633
0.001344	-20.93151
0.001356	-21.35994
0.001368	-21.11512
0.00138	-21.17633
0.001392	-20.87031
0.001404	-21.23753
0.001416	-21.42114
0.001428	-21.05392
0.00144	-21.42114
0.001452	-21.42114
0.001464	-20.80911
0.001476	-21.17633
0.001488	-21.29873
0.0015	-21.17633
0.001512	-21.23753
0.001524	-20.87031
0.001536	-21.35994
0.001548	-21.05392
0.00156	-21.35994
0.001572	-20.7479
0.001584	-21.35994
0.001596	-21.35994
0.001608	-21.42114
0.00162	-21.17633
0.001632	-21.42114
0.001644	-21.29873
0.001656	-21.29873
0.001668	-21.54355
0.00168	-20.99272
0.001692	-21.42114
0.001704	-21.29873
0.001716	-21.54355
0.001728	-21.35994
0.00174	-21.17633
0.001752	-21.91077
0.001764	-21.23753
0.001776	-21.11512
0.001788	-21.78836
0.0018	-21.48234
0.001812	-21.35994
0.001824	-21.84956
0.001836	-21.35994
0.001848	-21.17633
0.00186	-21.35994
0.001872	-21.23753
0.001884	-21.42114
0.001896	-21.17633
0.001908	-21.29873
0.00192	-20.99272
0.001932	-21.23753
0.001944	-21.17633
0.001956	-21.17633
0.001968	-21.29873
0.00198	-21.23753
0.001992	-21.35994
0.002004	-21.17633
0.002016	-21.17633
0.002028	-21.05392
0.00204	-21.72716
0.002052	-20.99272
0.002064	-21.29873
0.002076	-20.7479
0.002088	-21.17633
0.0021	-21.11512
0.002112	-21.17633
0.002124	-20.93151
0.002136	-21.42114
0.002148	-20.87031
0.00216	-21.35994
0.002172	-21.05392
0.002184	-21.35994
0.002196	-21.11512
0.002208	-21.23753
0.00222	-21.17633
0.002232	-21.48234
0.002244	-21.23753
0.002256	-21.11512
0.002268	-21.17633
0.00228	-21.05392
0.002292	-21.48234
0.002304	-21.11512
0.002316	-21.42114
0.002328	-21.11512
0.00234	-21.35994
0.002352	-21.35994
0.002364	-21.48234
0.002376	-21.05392
0.002388	-21.48234
0.0024	-21.23753
0.002412	-21.54355
0.002424	-21.29873
0.002436	-21.42114
0.002448	-21.29873
0.00246	-21.42114
0.002472	-21.11512
0.002484	-21.78836
0.002496	-21.17633
0.002508	-21.23753
0.00252	-21.48234
0.002532	-21.23753
0.002544	-21.23753
0.002556	-21.29873
0.002568	-21.54355
0.00258	-21.11512
0.002592	-21.72716
0.002604	-21.23753
0.002616	-21.42114
0.002628	-21.72716
0.00264	-21.17633
0.002652	-21.17633
0.002664	-21.11512
0.002676	-21.17633
0.002688	-21.35994
0.0027	-21.17633
0.002712	-21.42114
0.002724	-21.29873
0.002736	-21.54355
0.002748	-21.29873
0.00276	-21.48234
0.002772	-20.93151
0.002784	-21.35994
0.002796	-21.23753
0.002808	-21.17633
0.00282	-21.17633
0.002832	-21.17633
0.002844	-21.60475
0.002856	-21.17633
0.002868	-21.35994
0.00288	-21.35994
0.002892	-21.35994
0.002904	-21.17633
0.002916	-21.54355
0.002928	-20.87031
0.00294	-21.35994
0.002952	-21.35994
0.002964	-20.99272
0.002976	-21.11512
0.002988	-21.29873
0.003	-21.35994
0.003012	-21.23753
0.003024	-20.99272
0.003036	-21.29873
0.003048	-21.42114
0.00306	-21.29873
0.003072	-21.05392
0.003084	-21.29873
0.003096	-21.23753
0.003108	-21.35994
0.00312	-21.35994
0.003132	-21.05392
0.003144	-21.91077
0.003156	-21.29873
0.003168	-21.35994
0.00318	-21.66595
0.003192	-21.35994
0.003204	-21.42114
0.003216	-21.84956
0.003228	-21.35994
0.00324	-21.42114
0.003252	-21.54355
0.003264	-21.23753
0.003276	-21.35994
0.003288	-20.93151
0.0033	-21.48234
0.003312	-21.35994
0.003324	-21.23753
0.003336	-21.17633
0.003348	-21.35994
0.00336	-21.54355
0.003372	-21.35994
0.003384	-21.35994
0.003396	-21.60475
0.003408	-21.11512
0.00342	-21.48234
0.003432	-21.23753
0.003444	-21.35994
0.003456	-21.29873
0.003468	-21.23753
0.00348	-21.35994
0.003492	-21.48234
0.003504	-21.05392
0.003516	-21.29873
0.003528	-21.48234
0.00354	-21.35994
0.003552	-21.35994
0.003564	-21.17633
0.003576	-21.17633
0.003588	-21.42114
0.0036	-21.48234
0.003612	-21.23753
0.003624	-21.17633
0.003636	-21.23753
0.003648	-21.48234
0.00366	-21.05392
0.003672	-21.29873
0.003684	-21.42114
0.003696	-21.35994
0.003708	-21.35994
0.00372	-21.29873
0.003732	-21.48234
0.003744	-21.17633
0.003756	-21.42114
0.003768	-21.42114
0.00378	-21.29873
0.003792	-21.29873
0.003804	-21.35994
0.003816	-21.35994
